번호,회사명,단지명,대표자명,공장대표주소,업종명
1056,유한회사 남원조립식건축,,박*열,전라북도 남원시 동충동 193-3번지 외 1필지,플라스틱 창호 제조업 외 1 종
1057,노고단식품,,김*영,전라북도 남원시 요천로 1349-28 (조산동),두부 및 유사식품 제조업
1058,(주)원스킨화장품,남원노암제3농공단지,김*희,전라북도 남원시 시묘길 43 (노암동),화장품 제조업
1059,(유)신한산업,김제황산농공단지,강*숙,전라북도 김제시 황산면 용마로 429-23 ((유)신한산업),그외 기타 자동차 부품 제조업
1060,(주)엄지식품,김제봉황농공단지,마*모,전라북도 김제시 봉황공단2길 107 (오정동),도시락 및 식사용 조리식품 제조업
1061,주)두원메디텍(지점),김제봉황농공단지,이*옥,"전라북도 김제시 봉황공단1길 303 (오정동, 삼익육가공) (총 2 필지)",그외 기타 의료용 기기 제조업
1062,(주)호룡,김제만경농공단지,박*현,전라북도 김제시 만경읍 만경공단2길 11 (㈜ 호룡),차체 및 특장차 제조업 외 2 종
1063,(주)참고을제2공장,김제순동지방산업단지,김*권,"전라북도 김제시 순동산단길 95-17 (순동, 참고을)",장류 제조업 외 1 종
1064,(유)한솔이앤지,,김*석,전라북도 김제시 백구면 유강10길 107 (찬울 푸드),배전반 및 전기자동제어반 제조업 외 6 종
1065,이피아이(주),,조*훈,"전라북도 김제시 용지면 용지로 102, (효정리410-2)",구조용 정형내화제품 제조업 외 1 종
1066,김제석재,,김*옥,전라북도 김제시 백구면 학동2길 58 (김제석재),건설용 석제품 제조업 외 1 종
1067,(주)엘피엔쏠라,김제순동지방산업단지,오*환,"전라북도 김제시 순동산단길 129 (순동, 엘피앤쏠라㈜)",자동차 엔진용 부품 제조업
1068,(주)아이에스테크 김제지점,김제월촌농공단지,손*모,"전라북도 김제시 월촌공단길 74-29,  (연정동 872) (연정동)",자동차 차체용 부품 제조업 외 2 종
1069,건탑,,김*숙,전라북도 김제시 백구면 석담리 214-1번지 외 4필지,금속 조립구조재 제조업
1070,(주)지티물류김제공장,,임*홍,전라북도 김제시 금구면 봉은길 683,절삭가공 및 유사처리업
1071,주식회사 하림,김제만경농공단지,"이*용, 김*국",전라북도 김제시 만경읍 만경공단1길 25 (㈜ 하림),표면가공목재 및 특정 목적용 제재목 제조업
1072,유한회사 시원이엔지,김제서흥농공단지,박*석,"전라북도 김제시 하공로 174 (흥사동, 금산송주)",방송장비 제조업 외 1 종
1073,남해화학주식회사,,이*록,"전라북도 김제시 용지면 용수4길 15,  (신정리 52-26번지)",기타 비료 및 질소화합물 제조업
1074,주식회사 주상산업,,장*태,전라북도 김제시 황산면 남산리 359-13번지,구조용 금속판제품 및 금속공작물 제조업 외 2 종
1075,회랑산업,김제봉황농공단지,최*식,"전라북도 김제시 봉황공단2길 78-8,  김제시 오정동 175-4번지 (오정동)",간판 및 광고물 제조업
1076,유한회사 승일산업,,김*영,"전라북도 김제시 하흥로 375, 흥사동 527-9 (흥사동)",기타 석제품 제조업
1077,J&K데코라,,황*숙,전라북도 김제시 금구면 금구리 339-16번지,주방용 및 음식점용 목재가구 제조업
1078,(주)블래키스톤,김제월촌농공단지,배*정,전라북도 김제시 월촌공단길 101-9 (명덕동),교통 신*장치 제조업 외 8 종
1079,*리특장,,김*식,전라북도 김제시 봉남면 대송로 138,토목공사 및 유사용 기계장비 제조업
1080,(주)은성오엔씨,,은*성,전라북도 김제시 용지면 효정1길 56,구조용 금속판제품 및 금속공작물 제조업 외 2 종
1081,(주)성도팩 김제지점,김제월촌농공단지,손*훈,전라북도 김제시 월촌공단길 81 (명덕동),식품 위생용 종이 상자 및 용기 제조업
1082,유한회사 지앤이,김제지평선일반산업단지,설*섭,전라북도 김제시 백산면 지평선산단5길 244,코크스 및 관련제품 제조업 외 1 종
1083,해원에스티(주),김제지평선일반산업단지,안*순,전라북도 김제시 백산면 지평선산단5길 183,열간 압연 및 압출 제품 제조업
1084,(주)혜성지테크 김제지점,,박*식,전라북도 김제시 죽산면 죽산로 300-26,일반용 도료 및 관련제품 제조업 외 1 종
1085,자연에 마음,,고*미,전라북도 김제시 백구면 유강로 454,기타 식품 첨가물 제조업
1086,주식회사 광명이엔지,김제백구농공단지,송*수,전라북도 김제시 백구면 백구공단2길 32,자동차용 전기장치 제조업
1087,(주)신한엔터프라이즈,,윤*한,전라북도 김제시 순동1길 152-9 (순동),그외 기타 고무제품 제조업 외 3 종
1088,(유)오케이라이팅,김제월촌농공단지,곽*희,"전라북도 김제시 월촌공단길 74-30, 연정동 873번지 (연정동)",일반용 전기 조명장치 제조업 외 2 종
1089,제너럴바이오(주),,서*훈,전라북도 완주군 경천면 대둔산로 540-12 (총 2 필지),건강기능식품 제조업 외 1 종
1090,한국차체(주)1공장,완주산업단지,박*영,전라북도 완주군 봉동읍 완주산단5로 234-15 (총 2 필지),자동차 차체용 부품 제조업 외 1 종
1091,(주)케이에이치티,전주과학산업연구단지,이*영,전라북도 완주군 봉동읍 완주산단6로 131,금속 열처리업
1092,(주)모학테프,,진*균,전라북도 완주군 이서면 은교장동길 36,세폭직물 제조업
1093,명진화학,,채*묵,전라북도 완주군 소양면 마수길 11,"플라스틱 포대, 봉투 및 유사제품 제조업 외 1 종"
1094,(주)동양정공,전주과학산업연구단지,오*근,전라북도 완주군 봉동읍 완주산단8로 66,무기 및 총포탄 제조업 외 9 종
1095,(주)고려철강,,이*길,전라북도 완주군 봉동읍 주동길 108-14,그외 기타 1차 철강 제조업
1096,(유)아이비철망,,김*선,전라북도 완주군 용진면 완주로 740 (총 3 필지),금속선 가공제품 제조업
1097,한국쓰리축공업(주),전주과학산업연구단지,홍*근,전라북도 완주군 봉동읍 완주산단8로 65 (한국쓰리축공업),차체 및 특장차 제조업
1098,(주)에스디에이치,전주과학산업연구단지,서*해,"전라북도 완주군 봉동읍 둔산1로 18-3, 19,20",자동차 차체용 부품 제조업
1099,(주)대광라이텍,전주과학산업연구단지,유*용,전라북도 완주군 봉동읍 완주산단8로 59 (대광라이텍),운송장비용 조명장치 제조업 외 7 종
1100,협성엔지니어링,완주산업단지,차*걸,전라북도 완주군 봉동읍 완주산단5로 97-24,자동차 차체용 부품 제조업
1101,참살이모악골 영농조합법인,,김*순,전라북도 완주군 구이면 계곡리 181-9번지,기타 과실·채소 가공 및 저장처리업
1102,(주)유창푸드빌,,최*군,전라북도 완주군 소양면 원암로 72 (총 3 필지),기타 육류 가공 및 저장처리업
1103,(주)포유,,한*진,전라북도 완주군 봉동읍 구미2길 99-5,기타 비료 및 질소화합물 제조업 외 2 종
1104,(주)흥진금속,전주과학산업연구단지,정*양,전라북도 완주군 봉동읍 완주산단2로 256 ((주)P&C),주형 및 금형 제조업
1105,완주영농조합법인,,고*석,전라북도 완주군 용진면 봉서로 40,곡물 도정업
1106,(유)농업회사법인 에녹식품,,이*용,전라북도 완주군 봉동읍 율소리 707-2 번지 외 3필지,과실 및 채소 절임식품 제조업
1107,해동스틸,,임*자,전라북도 완주군 삼례읍 완주산단3로 51-2 (총 2 필지),"금속 문, 창, 셔터 및 관련제품 제조업 외 3 종"
1108,(주)썬텍에너지,완주산업단지,고*영,전라북도 완주군 봉동읍 완주산단1로 229 (총 2 필지),중앙난방보일러 및 방열기 제조업 외 3 종
1109,(주)호진,,정*국,전라북도 완주군 봉동읍 둔산1로 151,기타 기초무기화학물질 제조업 외 1 종
1110,(주)아시아,완주테크노밸리일반산업단지,오*섭,전라북도 완주군 봉동읍 테크노밸리로 472,구조용 금속판제품 및 금속공작물 제조업 외 4 종
1111,삼진산업(주),완주테크노밸리일반산업단지,권*진,전라북도 완주군 봉동읍 테크노밸리1로 10,자동차 차체용 부품 제조업
1112,테크원,,최*식,전라북도 완주군 봉동읍 구정2길 52,주형 및 금형 제조업
1113,(주)에코스틸,,안*각,전라북도 완주군 소양면 곰티로 333,금속선 가공제품 제조업 외 2 종
1114,(주)하이엘,완주테크노밸리일반산업단지,정*기,전라북도 완주군 봉동읍 테크노밸리2로 138,전자저항기 제조업
1115,(주)인리치바이오 농업회사법인,,승*철,전라북도 완주군 고산면 남봉로 5-82,기타 비료 및 질소화합물 제조업
1116,B&C 아로마 허브 파크,,백*현,전라북도 완주군 화산면 화산로 852,화장품 제조업
1117,유한회사 용화특장,,권*희,전라북도 완주군 봉동읍 완주산단1로 292-7,차체 및 특장차 제조업
1118,애뜰농원,,김*곤,전라북도 완주군 봉동읍 원구암길 107,장류 제조업 외 1 종
1119,농업회사법인유한회사 완주베리,,원*연,전라북도 완주군 경천면 오복대석길 7,기타 과실·채소 가공 및 저장처리업
1120,바다식품,,"김*호, 조*숙",전라북도 완주군 상관면 수월길 16-10,수산식물 가공 및 저장 처리업
1121,고택주조,,박*형,전라북도 완주군 구이면 구이로 832,탁주 및 약주 제조업
1122,와사비코리아영농조합법인,,김*곤 외1인,전라북도 진안군 성수면 중길로 116-23 (와사비코리아),천연 및 혼합조제 조미료 제조업
1123,마이산머루영농조합법인,,황*택,전라북도 진안군 안천면 진무로 2936-8 (총 2 필지),기타 발효주 제조업
1124,한국고려홍삼조합(주),진안제2농공단지,유*종,전라북도 진안군 진안읍 거북바위로3길 15-37,인삼식품 제조업
1125,주영H&F,진안제2농공단지,유*은,전라북도 진안군 진안읍 거북바위로2길 17,인삼식품 제조업 외 1 종
1126,대경산업,진안제2농공단지,차*주,전라북도 진안군 진안읍 거북바위로2길 12,접착제 및 젤라틴 제조업
1127,(주)그린이엔씨,진안제2농공단지,송*자,전라북도 진안군 진안읍 거북바위로3길 15-34,산업용 냉장 및 냉동 장비 제조업 외 3 종
1128,용운산업,진안홍삼한방농공단지,김*영,전라북도 진안군 진안읍 홍삼한방로 9-24,판유리 제조업
1129,(유)청솔산업,,김*현,전라북도 무주군 안성면 진성로 2502-41,레미콘 제조업
1130,라제아스콘(유),,하*철,전라북도 무주군 무주읍 원용포길 43,아스콘 제조업
1131,주식회사 상일테크,무주제2농공단지,장*주,전라북도 무주군 무주읍 당산리 1851번지,금속 조립구조재 제조업
1132,농업회사법인 생기찬주식회사,,최*,전라북도 무주군 무풍면 금척로 63,기타 과실·채소 가공 및 저장처리업
1133,원일고무,,박윤*,전라북도 장수군 계남면 고양로 383,그외 기타 고무제품 제조업
1134,농업회사법인 주식회사 알에프,,조*현,"전라북도 장수군 계남면 침곡로 11-26, 농업회사법인 주식회사 알에프",기타 과실·채소 가공 및 저장처리업 외 1 종
1135,신용기업,,김*순,전라북도 임실군 관촌면 슬치1길 5-8 (전북칼라간판),구조용 금속판제품 및 금속공작물 제조업
1136,(주)서원에스엠,,이*혁,전라북도 임실군 신덕면 신덕평로 900 (화학산업공장),저장용 및 위생용 플라스틱제품 제조업
1137,(유)완암산업,임실오수농공단지,정*순,전라북도 임실군 오수면 금암1길 55-8 (완암산업),구조용 금속판제품 및 금속공작물 제조업 외 3 종
1138,둘레산둘레강,,이*자,전라북도 임실군 강진면 강운로 97 (둘레산 둘레강),과실 및 채소 절임식품 제조업
1139,농업회사법인 (주)그린피아,,김*철,전라북도 임실군 오수면 오류3길 31-9,기타 과실·채소 가공 및 저장처리업
1140,농업회사법인 주식회사 아그로팜,임실오수농공단지,양*욱,전라북도 임실군 오수면 금암1길 56,골판지 및 골판지상자 제조업
1141,영농조합법인매원양조,,배*완,전라북도 순창군 동계면 장항길 14,기타 발효주 제조업 외 1 종
1142,하늘마음제1호김*숙고추장,,김*숙,전라북도 순창군 순창읍 민속마을길 16,장류 제조업
1143,연림영농조합법인,,손*환,전라북도 순창군 풍산면 한내리 19-3번지,기타 과실·채소 가공 및 저장처리업
1144,순창장본가전통식품,,강*옥,전라북도 순창군 순창읍 민속마을길 61-40,장류 제조업
1145,고창영어조합법인,,이*정,전라북도 고창군 성내면 선운대로 4223-6 (고창양어조합법인),"수산동물 훈제, 조리 및 유사 조제식품 제조업 외 1 종"
1146,(주)금천건설,,박*우,전라북도 고창군 신림면 왕림로 408 (백마레미콘),아스콘 제조업
1147,농업회사법인고창선운산유한회사,,주*덕,전라북도 고창군 심원면 심원로 270-73,기타 발효주 제조업
1148,영농조합법인 코레아누스,,이*송,전라북도 고창군 흥덕면 선운대로 3552,기타 증류주 및 합성주 제조업 외 1 종
