순번,회사명,공장대표주소(도로명),업종번호,업종명
1343,동산ENG,충청남도 아산시 둔포면 이화서길 75,"30331, 30391, 30392, 30399, 30400",자동차용 신품 동력전달장치 제조업 외 4 종
1344,동산테크(주),충청남도 아산시 음봉면 산동로 268,"25113, 22299, 25114",육상 금속 골조 구조재 제조업 외 2 종
1345,동산하이테크,충청남도 아산시 배방읍 갈산교로 72-10 외 2필지,"25113, 29169",육상 금속 골조 구조재 제조업 외 1 종
1346,동서금속,충청남도 아산시 음봉면 산동로 246-85,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종
1347,동서세라컴(주),충청남도 아산시 탕정면 동산리 45번지,"33120, ",모조 귀금속 및 모조 장신용품 제조업
1348,동성제약(주),"충청남도 아산시 둔포면 관대안길 45, (관대리 36-25번지)","10793, 11209, 20321, 20422, 20423, 20499, 21210, 21300",수프 및 균질화식품 제조업 외 7 종
1349,동신산업,충청남도 아산시 음봉면 월산로 128-125,"29271, ",반도체 제조용 기계 제조업
1350,동신이엔지(주),충청남도 아산시 둔포면 아산밸리로388번길 62,"29133, 25111","탭, 밸브 및 유사장치 제조업 외 1 종"
1351,동아파렛트,충청남도 아산시 둔포면 윤보선로 491 외 2필지,"20203, ",혼성 및 재생 플라스틱 소재 물질 제조업
1352,동양승강기(주),충청남도 아산시 음봉면 월산로201번길 33,"29162, ",승강기 제조업
1353,동양와이어,충청남도 아산시 월산로 253(음봉면),"29294, ",주형 및 금형 제조업
1354,동양파일(주),충청남도 아산시 염치읍 아산온천로 16-127,"23322, 23325",레미콘 제조업 외 1 종
1355,동우ENC,충청남도 아산시 음봉면 월암로436번길 96-15,"25119, ",기타 구조용 금속제품 제조업
1356,동우에이치에스티 주식회사,충청남도 아산시 인주면 인주산단로 177-111,"25921, 25113, 29150",금속 열처리업 외 2 종
1357,동우철강산업(주),충청남도 아산시 선장면 서부남로 103-37,"25932, ",일반철물 제조업
1358,동우플라스틱(주),충청남도 아산시 신창면 서부북로 244 외 11필지,"22211, ","플라스틱 선, 봉, 관 및 호스 제조업"
1359,동우플라스틱(주),충청남도 아산시 음봉면 연암율금로 237-23 (동우프라스틱),"22211, 31113","플라스틱 선, 봉, 관 및 호스 제조업 외 1 종"
1360,동원금속(주),충청남도 아산시 음봉면 연암율금로 288-7,"30310, 30400",자동차 엔진용 신품 부품 제조업 외 1 종
1361,동원금속(주)둔포공장,충청남도 아산시 윤보선로336번길 13 (둔포면),"30320, 30400",자동차 차체용 신품 부품 제조업 외 1 종
1362,동원산업(주),충청남도 아산시 영인면 아산호로 634,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종
1363,동원시스템즈(주)아산공장,충청남도 아산시 둔포면 아산밸리동로 100 외 2필지,"25991, 18119, 24221, 24222, 38312",금속 캔 및 기타 포장용기 제조업 외 4 종
1364,동은전자공업사,충청남도 아산시 염치읍 석정리 31-6번지,"26121, 26129",발광 다이오드 제조업 외 1 종
1365,동인철강(주) 아산지점,충청남도 아산시 둔포면 아산밸리로387번길 33,"24199, ",그 외 기타 1차 철강 제조업
1366,동인철강산업(주),충청남도 아산시 둔포면 아산밸리로387번길 33,"24199, 25929",그 외 기타 1차 철강 제조업 외 1 종
1367,동일철강,충청남도 아산시 음봉면 연암율금로 283-21,"24199, ",그 외 기타 1차 철강 제조업
1368,동일화학공업(주) 아산지점,충청남도 아산시 둔포면 윤보선로336번길 36,"22212, 22213",플라스틱 필름 제조업 외 1 종
1369,동제기공,충청남도 아산시 음봉면 신의길 236,"25999, ",그 외 기타 분류 안된 금속 가공 제품 제조업
1370,동진산업,충청남도 아산시 윤보선로 372 (둔포면),"25999, 25995",그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종
1371,동창R&S(주),충청남도 아산시 인주면 인주산단로 123-35,"24131, ",주철관 제조업
1372,동헌기술,충청남도 아산시 음봉면 음봉면로16번길 41,"29272, ",디스플레이 제조용 기계 제조업
1373,동호정밀,충청남도 아산시 음봉면 관용로 243-21 외 2필지,"29294, ",주형 및 금형 제조업
1374,동화경금속 주식회사,충청남도 아산시 둔포면 아산밸리북로 194,"26299, ",그 외 기타 전자부품 제조업
1375,동화경금속공업 주식회사,충청남도 아산시 둔포면 아산밸리북로 194,"24222, ","알루미늄 압연, 압출 및 연신제품 제조업"
1376,동화경금속공업 주식회사,충청남도 아산시 음봉면 신휴리 784번지,"30399, 35114",그 외 자동차용 신품 부품 제조업 외 1 종
1377,동화기업(주),충청남도 아산시 인주면 현대로 1181-40,"16212, ",강화 및 재생 목재 제조업
1378,두길기업,"충청남도 아산시 둔포면 윤보선로 481, 2동","22259, ",기타 플라스틱 발포 성형제품 제조업
1379,두레산업,충청남도 아산시 선장면 부엉산길143번길 59 외 4필지,"29241, ",건설 및 채광용 기계장비 제조업
1380,두루기계 주식회사,충청남도 아산시 둔포면 윤보선로336번길 55-13,"29210, ",농업 및 임업용 기계 제조업
1381,두루기계통상,충청남도 아산시 둔포면 윤보선로336번길 55-15,"29210, ",농업 및 임업용 기계 제조업
1382,두리전산,"충청남도 아산시 영인면 상성길 2-2, (상성리 산 88-8번지)","18119, 18113",기타 인쇄업 외 1 종
1383,두산CMS,충청남도 아산시 음봉면 월산로 128-75,"29271, ",반도체 제조용 기계 제조업
1384,두성분체도장,충청남도 아산시 음봉면 산동리 685-63,"25923, ",도장 및 기타 피막처리업
1385,두성분체도장,충청남도 아산시 월산로 128 -168(음봉면),"25923, ",도장 및 기타 피막처리업
1386,두성산업,충청남도 아산시 음봉면 월암로 257,"30399, 30392",그 외 자동차용 신품 부품 제조업 외 1 종
1387,둔포농협미곡종합처리장,충청남도 아산시 둔포면 아산호로 1046,"10611, ",곡물 도정업
1388,둔포록야 영농조합법인,충청남도 아산시 둔포면 아산호로 870 외 1필지,"10309, ",기타 과실ㆍ채소 가공 및 저장 처리업
1389,둔포제일사료,충청남도 아산시 둔포면 윤보선로248번길 41 외 1필지,"10801, 10802",배합 사료 제조업 외 1 종
1390,드림레이저,충청남도 아산시 산동로 293 -9(음봉면),"25929, ",그 외 기타 금속가공업
1391,디벤하우스,"충청남도 아산시 염치읍 현대로 581, 1동","22299, ",그 외 기타 플라스틱 제품 제조업
1392,디앤지,충청남도 아산시 음봉면 음봉로383번길 48-13,"29223, ",금속 절삭기계 제조업
1393,디에스 테크,충청남도 아산시 음봉면 월암로436번길 81-10,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종
1394,디에스메탈(주),충청남도 아산시 둔포면 신남길46번길 15-13,"24211, ","동 제련, 정련 및 합금 제조업"
1395,디에스씨(DSC),충청남도 아산시 둔포면 이화서길 55-49,"29271, ",반도체 제조용 기계 제조업
1396,디에스인스트루먼트(주),충청남도 아산시 음봉면 월산로 128-136,"26299, ",그 외 기타 전자부품 제조업
1397,디에스케이 주식회사,충청남도 아산시 둔포면 아산밸리로388번길 22,"25921, ",금속 열처리업
1398,디에이치케이솔루션(주),"충청남도 아산시 둔포면 아산밸리로388번길 167-40, B1,2,3,4층","29229, ",기타 가공 공작기계 제조업
1399,디엠아이이엔지(주),충청남도 아산시 둔포면 해위안길 81 외 2필지,"29242, ",광물처리 및 취급장비 제조업
1400,디오토모티브(주),충청남도 아산시 둔포면 해위안길62번길 16,"30331, ",자동차용 신품 동력전달장치 제조업
1401,디와이오토(주),충청남도 아산시 도고면 도고면로 48-23 외 1필지,"30332, 30391, 30392, 30399, 30400",자동차용 신품 전기장치 제조업 외 4 종
1402,디케이,충청남도 아산시 영인면 아산호로638번길 35-54 (영인면),"25913, 25914",자동차용 금속 압형제품 제조업 외 1 종
1403,디케이냉동식품(주),충청남도 아산시 도고면 도고산로659번길 27,"10121, 10122",가금류 가공 및 저장 처리업 외 1 종
1404,디테크,충청남도 아산시 음봉면 연암율금로 340-36 외 1필지,"29271, ",반도체 제조용 기계 제조업
1405,라온LED,충청남도 아산시 음봉면 산동로 307-5 (음봉면 산동리 164-3 에이스테크공장 (마정),"28422, ",일반용 전기 조명장치 제조업
1406,라온테크,충청남도 아산시 음봉면 월산로201번길 26-37,"29271, ",반도체 제조용 기계 제조업
1407,라온테크,충청남도 아산시 음봉면 산동로 307-5,"29294, 25931, 29172, 30391, 30392, 30399, 30400",주형 및 금형 제조업 외 6 종
1408,라온테크,충청남도 아산시 음봉면 월산로 192-74,"29271, ",반도체 제조용 기계 제조업
1409,로드테크 주식회사,충청남도 아산시 음봉면 월산로 216-40,"25119, ",기타 구조용 금속제품 제조업
1410,로안프라스틱,충청남도 아산시 음봉면 월산로 192-84,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종
1411,로타렉스코리아(주),"충청남도 아산시 둔포면 이화서길 30-4, 2동","29193, ",분사기 및 소화기 제조업
1412,롯데엔지니어링플라스틱(주),충청남도 아산시 둔포면 해위안길 129,"20203, ",혼성 및 재생 플라스틱 소재 물질 제조업
1413,루나신소재 주식회사,충청남도 아산시 음봉면 율금1길 41-5,"24219, ","기타 비철금속 제련, 정련 및 합금 제조업"
1414,리드텍(주),충청남도 아산시 음봉면 산동로 260,"29271, ",반도체 제조용 기계 제조업
1415,리버스,충청남도 아산시 둔포면 이화길 147,"13213, ",화학섬유직물 직조업
1416,리솔루션,충청남도 아산시 둔포면 아산호로808번길 11-5 외 1필지,"30399, ",그 외 자동차용 신품 부품 제조업
1417,린데코리아 주식회사,충청남도 아산시 탕정면 탕정로 380-43,"20121, ",산업용 가스 제조업
1418,림피아디스플레이(주),충청남도 아산시 연암산로 88 충남테크노파크 디스플레이센타 별관동 201호,"26211, ",액정 표시장치 제조업
1419,립하이(주),충청남도 아산시 둔포면 아산밸리로387번길 61,"26129, ",기타 반도체소자 제조업
1420,마루packaging,충청남도 아산시 월산로 192 -54(음봉면),"22231, ","플라스틱 포대, 봉투 및 유사제품 제조업"
1421,마이크로인스펙션(주),충청남도 아산시 둔포면 아산밸리로 338,"29272, ",디스플레이 제조용 기계 제조업
1422,매일유업(주) 아산공장,충청남도 아산시 영인면 영인로202번길 61-23,"10501, 10309, 10799",액상시유 및 기타 낙농제품 제조업 외 2 종
1423,메가큐브(주),"충청남도 아산시 배방읍 호서로79번길 20, 호서신기술창업보육센터 산학협동 4호관 105호","26111, 26112",메모리용 전자집적회로 제조업 외 1 종
1424,메이저씨엔엠(주),충청남도 아산시 음봉면 월암로436번길 79 외 2필지,"29271, ",반도체 제조용 기계 제조업
1425,명신산업(주),충청남도 아산시 영인면 구성길 51 외 1필지,"30320, ",자동차 차체용 신품 부품 제조업
1426,명인테크,충청남도 아산시 음봉면 월산로 192-150,"25122, ",금속탱크 및 저장용기 제조업
1427,명진산업(주),충청남도 아산시 음봉면 연암율금로 194,"30399, ",그 외 자동차용 신품 부품 제조업
1428,명화공업(주),충청남도 아산시 인주면 인주산단로 91,"30399, 30110, 30320, 30400",그 외 자동차용 신품 부품 제조업 외 3 종
1429,모아텍 주식회사,충청남도 아산시 음봉면 연암율금로14번길 51-54,"25119, ",기타 구조용 금속제품 제조업
1430,무스탕코리아,충청남도 아산시 음봉면 월암로436번길 79-7,"25999, 25995",그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종
1431,무지개콘테이너,충청남도 아산시 온천대로 400 (도고면),"25119, ",기타 구조용 금속제품 제조업
1432,미도제형,충청남도 아산시 배방읍 갈매길 95-13 (미도),"23221, 23229",가정용 및 장식용 도자기 제조업 외 1 종
1433,미라테크,충청남도 아산시 둔포면 윤보선로336번길 12-27,"25999, ",그 외 기타 분류 안된 금속 가공 제품 제조업
1434,미라판넬 주식회사,충청남도 아산시 둔포면 윤보선로336번길 12-29,"25999, ",그 외 기타 분류 안된 금속 가공 제품 제조업
1435,미래공조,충청남도 아산시 음봉면 의식리 177번지,"29171, 29172",산업용 냉장 및 냉동 장비 제조업 외 1 종
1436,미래공조플랜트 주식회사,충청남도 아산시 음봉면 월산로 166,"29172, ",공기 조화장치 제조업
1437,미래산업,충청남도 아산시 신창면 창암길 46-16,"13221, ",침구 및 관련제품 제조업
1438,미래와이어컷팅,충청남도 아산시 산동로 321 -2(음봉면),"29294, 29271",주형 및 금형 제조업 외 1 종
1439,미래중공업,충청남도 아산시 음봉면 월암로 390,"29241, ",건설 및 채광용 기계장비 제조업
1440,미르텍알앤디 주식회사,"충청남도 아산시 신창면 읍내리 646번지 순천향대학교 산학협동관 B527,528,529","29199, 29176",그 외 기타 일반목적용 기계 제조업 외 1 종
1441,미방쇼파가구,충청남도 아산시 탕정면 탕정면로 295,"32019, ",소파 및 기타 내장가구 제조업
1442,미성금속,충청남도 아산시 배방읍 세교안길 13-16,"29294, ",주형 및 금형 제조업
1443,민국산업,충청남도 아산시 음봉면 월암로436번길 96-17,"23993, ",비금속광물 분쇄물 생산업
