순번,회사명,공장소재지주소,생산품,업종명,데이터기준일자
851,동국제강(주) CS공장,경상북도 포항시 남구 대송면 송덕로 33 (동국제강봉강공장),철근,열간 압연 및 압출 제품 제조업,2025-08-13
852,동국제강(주) 포항공장,경상북도 포항시 남구 대송면 철강산단로 195 (동국제강) (총 7 필지),"후판, 형강 외, GFRP",열간 압연 및 압출 제품 제조업 외 1 종,2025-08-13
853,동남컨테이너,경상북도 포항시 북구 흥해읍 한동로 514-8,건물용 컨테이너,기타 구조용 금속제품 제조업,2025-08-13
854,동도바잘트산업(주),경상북도 포항시 북구 청하면 고현길17번길 64,"산업용내마모재 튜브, 타일",위생용 및 산업용 도자기 제조업 외 2 종,2025-08-13
855,동도엔지니어링,경상북도 포항시 남구 연일읍 형산강남로 408-7,금속분사노즐및금형부분품,절삭가공 및 유사처리업,2025-08-13
856,동방철공소,경상북도 포항시 북구 해동로 285 (동빈1가),선박부품,선박 구성 부분품 제조업,2025-08-13
857,동보금속,경상북도 포항시 남구 연일읍 동문로76번길 56 (총 2 필지) 외 1필지,레이저 절단 가공품,절삭가공 및 유사처리업,2025-08-13
858,동부ENG,경상북도 포항시 북구 흥해읍 용연길 30,철구조물,육상 금속 골조 구조재 제조업 외 1 종,2025-08-13
859,동서개발(주),경상북도 포항시 남구 동해안로 6262 (동촌동),"도로용슬래그, 철도 도상용슬래그, 케이슨 속채움재",비금속광물 분쇄물 생산업,2025-08-13
860,동서개발(주),"경상북도 포항시 남구 동해안로 6262, (송정동 400)(동촌동)","골재, 암면원료, 성토재, 복토재, 내화물원료, 매립장복토재",비금속광물 분쇄물 생산업 외 1 종,2025-08-13
861,동서씨엠씨(주) ,경상북도 포항시 남구 대송면 송덕로126번길 37,비금속광물,비금속광물 분쇄물 생산업,2025-08-13
862,동서씨엠씨(주)포항2공장,경상북도 포항시 남구 대송면 송덕로126번길 31,"분탄, 소괴탄, 중괴탄, 유연탄",비금속광물 분쇄물 생산업,2025-08-13
863,동서화학공업(주),경상북도 포항시 남구 철강로 403 (호동),"콜타르에나멜,도료 외",기타 기초 유기화학 물질 제조업 외 1 종,2025-08-13
864,동성계전(주),경상북도 포항시 남구 서원재로 36 (호동),"전자기기, 계량기",산업처리공정 제어장비 제조업 외 2 종,2025-08-13
865,동성계전(주),경상북도 포항시 남구 철강로 343-10 (호동),전동기,산업처리공정 제어장비 제조업,2025-08-13
866,동성레미콘(주),경상북도 포항시 남구 섬안로46번길 40 (괴동동) (총 2 필지) 외 4필지,"레미콘, 콘크리트블록",레미콘 제조업 외 2 종,2025-08-13
867,동성정밀(주),경상북도 포항시 북구 흥해읍 용한리 산 74-3번지 외 2필지,각종 금형제품,금속 단조제품 제조업,2025-08-13
868,동신기공,경상북도 포항시 남구 연일읍 동문로94번길 43 (동신기공),일반기계부품,그 외 기타 일반목적용 기계 제조업 외 1 종,2025-08-13
869,동심상사,경상북도 포항시 북구 중흥로214번길 8-4 (죽도동),"단체복, 작업복",남자용 겉옷 제조업 외 6 종,2025-08-13
870,동아연마,경상북도 포항시 북구 청하면 사방공원길 433 외 1필지,연마지석,연마재 제조업,2025-08-13
871,동양기공,경상북도 포항시 남구 동해면 상정길100번길 49 (총 2 필지),주철관,주철관 제조업,2025-08-13
872,동양산업(주),경상북도 포항시남구 동해면 상정리 910번지 외 3필지 외 3필지,"토양개량제, 생석회",석회 및 플라스터 제조업 외 2 종,2025-08-13
873,동양엘엔에프,경상북도 포항시 남구 연일읍 형산강남로380번길 15 (동양L&F),건설기계정비및부품가공,건설 및 채광용 기계장비 제조업,2025-08-13
874,동양전기(주),경상북도 포항시 남구 연일읍 동문로54번길 62,판넬,배전반 및 전기 자동제어반 제조업,2025-08-13
875,동연스틸(주)포항공장,경상북도 포항시남구 동해면 상정리 산 146번지,냉간압연,강관 제조업 외 1 종,2025-08-13
876,동우TECH,경상북도 포항시 남구 연일읍 적계지길 3,"철판, 환봉",구조용 금속 판제품 및 공작물 제조업,2025-08-13
877,동우이앤아이,경상북도 포항시 남구 연일읍 원서길118번길 10,배전반 외,"물질 검사, 측정 및 분석기구 제조업",2025-08-13
878,동우중기공업,경상북도 포항시 북구 흥해읍 달전로 75,중기부품,건설 및 채광용 기계장비 제조업,2025-08-13
879,동원 에스앤이,경상북도 포항시 북구 흥해읍 용금길 189,금속제품 가공,그 외 기타 금속가공업,2025-08-13
880,동원FRP조선,경상북도 포항시 남구 구룡포읍 정동길 1 (총 2 필지) 외 1필지,합성수지선,합성수지선 건조업,2025-08-13
881,동원로엑스(주),경상북도 포항시 남구 오천읍 송덕로 239,보관창고,기타 보관 및 창고업,2025-08-13
882,동원중공업(주),경상북도 포항시 북구 흥해읍 동해대로 1952,"산업용 오븐, 버너, 공기청정기","산업용 오븐, 노 및 노용 버너 제조업 외 1 종",2025-08-13
883,동인기전,경상북도 포항시 남구 해병로109번길 8 (인덕동),송전용 커넥트,전기회로 접속장치 제조업,2025-08-13
884,동일산업(주)봉강사업부,"경상북도 포항시 남구 대송로 111 (장흥동, (주)동일철강)","마환봉,환봉,철근",열간 압연 및 압출 제품 제조업,2025-08-13
885,동일산업(주)봉강사업부 제2공장,경상북도 포항시 남구 오천읍 송덕로212번길 18 (현대종합금속),마봉강,냉간 압연 및 압출 제품 제조업,2025-08-13
886,동일산업(주)합금철사업부,"경상북도 포항시 남구 괴동로 112 (장흥동, 동일산업) 외 4필지","합금철, 주강품",합금철 제조업,2025-08-13
887,동일제강(주),경상북도 포항시 남구 철강산단로 289 (장흥동),마봉강,철강선 제조업,2025-08-13
888,동주산업(주),"경상북도 포항시 남구 연일읍 철강로107번길 49, 외 2필",철강기계가공,강주물 주조업,2025-08-13
889,동주산업(주) 기계공장,경상북도 포항시 남구 오천읍 철강산단로130번길 223 (동주산업(주)),"롤쵸크,산업기계부품",절삭가공 및 유사처리업,2025-08-13
890,동주산업(주) 주조공장,경상북도 포항시 남구 대송면 철강산단로66번길 61 (동주산업(주)),"맨홀뚜껑, 롤쵸크",강주물 주조업 외 1 종,2025-08-13
891,동진산업,경상북도 포항시 남구 연일읍 형산강남로418번길 66-8 (동진산업),고무패킹 외,고무패킹류 제조업 외 1 종,2025-08-13
892,동창창호,경상북도 포항시 북구 흥해읍 용금길163번길 64,"알루미늄 창호, 행가도어, 샤시문","금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",2025-08-13
893,동해듸젤,경상북도 포항시 북구 해동로 267 (동빈1가),"선박토시, PTO, 양만기",내연기관 제조업 외 1 종,2025-08-13
894,동해레미콘(주),경상북도 포항시 북구 청하면 동해대로 2693,레미콘,레미콘 제조업,2025-08-13
895,동해무역&수산,경상북도 포항시 북구 청하면 해안로 2608,건해삼,수산동물 건조 및 염장품 제조업,2025-08-13
896,동해화학공업(주),경상북도 포항시북구 청하면 월포리 492번지,"활성백토, 벤토나이트",비금속광물 분쇄물 생산업 외 2 종,2025-08-13
897,동화산업(주),경상북도 포항시 남구 연일읍 동문로94번길 67 (연일읍) 외 2필지,메탈케이스,주형 및 금형 제조업,2025-08-13
898,두산정비,경상북도 포항시 남구 대송면 제내길53번길 48,지게차 ,건설 및 채광용 기계장비 제조업,2025-08-13
899,두산지게차정비센터,"경상북도 포항시 남구 대송면 제내길53번길 36, 두산지게차정비센터",지게차,건설 및 채광용 기계장비 제조업,2025-08-13
900,두성기업,,철구조물,육상 금속 골조 구조재 제조업,2025-08-13
901,두원엔플라,경상북도 포항시 남구 장기면 읍내길77번길 28 외 3필지,산업용강화플라스틱,운송장비 조립용 플라스틱제품 제조업 외 1 종,2025-08-13
902,두일수산,경상북도 포항시 북구 송라면 동해대로2732번길 125-10,수산물 가공,수프 및 균질화식품 제조업,2025-08-13
903,드림산업(주),경상북도 포항시 남구 철강로 479 (장흥동),철강재료 외 합금철,합금철 제조업,2025-08-13
904,디에스대신(주),경상북도 포항시 남구 대송면 송덕로126번길 31,임대,비주거용 건물 임대업,2025-08-13
905,디에스텍,경상북도 포항시 남구 오천읍 철강산단로130번길 207-18 (대성수퍼룩스),전기로 카본용기인젝트 머쉰,금속탱크 및 저장용기 제조업 외 1 종,2025-08-13
906,디에이치테크,경상북도 포항시 남구 대송면 장흥로 38-29,"수, 배전반",배전반 및 전기 자동제어반 제조업,2025-08-13
907,디컴포지션(주),"경상북도 포항시 북구 흥해읍 융합기술로 66, 512호","주방세제, 기타세척제, 생물학적 제제, 미세플라스틱 검출키트",계면활성제 제조업 외 4 종,2025-08-13
908,디케이동신(주),경상북도 포항시 남구 대송로 154 (괴동동) 외 2필지,칼라강판,"도금, 착색 및 기타 표면처리강재 제조업",2025-08-13
909,디케이이안,경상북도 포항시 북구 흥해읍 동해대로 1115,이동식 컨테이너,기타 구조용 금속제품 제조업,2025-08-13
910,라파워터텍,경상북도 포항시 북구 기계면 새마을로 1370-4,"염소투입기,수위조절기",액체 여과기 제조업 외 1 종,2025-08-13
911,램지포항,"경상북도 포항시 북구 새천년대로 507 (득량동, 득량쌍용빌딩)",전기전자제어기기,배전반 및 전기 자동제어반 제조업,2025-08-13
912,렘코 주식회사,경상북도 포항시 남구 연일읍 철강로107번길 76,성형탄(MSB),그 외 기타 분류 안된 비금속 광물제품 제조업,2025-08-13
913,렘코(주),경상북도 포항시 남구 대송면 철강산단로66번길 101,금속원료 ,금속류 원료 재생업,2025-08-13
914,렘코(주),경상북도 포항시 남구 장흥로39번길 44 (장흥동),"FINE, LUMP",금속류 원료 재생업,2025-08-13
915,렘코(주),경상북도 포항시 남구 대송면 철강산단로 78,금속분말,기타 제철 및 제강업,2025-08-13
916,렘코(주) 재활용2공장,경상북도 포항시 남구 대송로101번길 51 (장흥동),"철강원료, 골재, 시멘트원료",금속류 원료 재생업 외 1 종,2025-08-13
917,리테크,"경상북도 포항시 남구 대이로67번길 5, 2층 (대잠동)",계장제어장치,배전반 및 전기 자동제어반 제조업,2025-08-13
918,린도제2 태양광발전소,경상북도 포항시 북구 흥해읍 해안로 960,전기,태양력 발전업,2025-08-13
919,린도제3 태양광발전소,경상북도 포항시 북구 흥해읍 해안로 960,전기,태양력 발전업,2025-08-13
920,림이엔지주식회사,경상북도 포항시 남구 오천읍 오어로359번길 21,"주철맨홀뚜껑, 가로등기초보강대",강주물 주조업,2025-08-13
921,마이크로어낼리시스(주),"경상북도 포항시 남구 청암로 77, 나노융합기술원 301,302,308,311호(지곡동, 포항공과대학교)",수질자동측정기,"물질 검사, 측정 및 분석기구 제조업",2025-08-13
922,마이크로컴퓨터,경상북도 포항시 남구 오천읍 하원로26번길 16-11,"레이저거리측정센터,센서보호용하우징, 자동제어판넬, 전기배전반, 전관판",기기용 자동측정 및 제어장치 제조업 외 3 종,2025-08-13
923,만경정공,경상북도 포항시 남구 대송면 철강로250번길 26,일반기계류 제작,기타 구조용 금속제품 제조업,2025-08-13
924,만성산업,경상북도 포항시 북구 기북면 기북로 196,산업기계 및 철구조물 제작,산업용 송풍기 및 배기장치 제조업,2025-08-13
925,만주산업(주),경상북도 포항시 남구 대송면 철강로250번길 13-1,"가공철판, 형강류",그 외 기타 1차 철강 제조업 외 3 종,2025-08-13
926,만통사,경상북도 포항시 북구 삼호로47번길 6-1 (대신동),"유선통신기기, 무선통신기기기",기타 무선 통신장비 제조업 외 5 종,2025-08-13
927,메이져메탈(주),경상북도 포항시 남구 철강로 499(장흥동),알류미늄 제품,"알루미늄 제련, 정련 및 합금 제조업",2025-08-13
928,메인(주),경상북도 포항시 북구 청하면 청계길188번길 69,액기스,기타 과실ㆍ채소 가공 및 저장 처리업,2025-08-13
929,명성중전기,경상북도 포항시 남구 연일읍 형산강남로418번길 66-12,전동기 제작 및 수리,전동기 및 발전기 제조업,2025-08-13
930,명신철강,경상북도 포항시 북구 흥해읍 칠포로 291,철근가공,육상 금속 골조 구조재 제조업,2025-08-13
931,명인산업,경상북도 포항시 남구 연일읍 철강로107번길 70-4,산업기계,육상 금속 골조 구조재 제조업 외 1 종,2025-08-13
932,명진공업(주),경상북도 포항시 남구 대송면 제내길53번길 53,"스틸롤, MC롤, 파이프캐리어, 철보빈, 스틸박스, 설비부품",그 외 기타 분류 안된 금속 가공 제품 제조업,2025-08-13
933,명진기업,경상북도 포항시 남구 연일읍 철강로107번길 37,산업기계 및 부품,기체 여과기 제조업 외 2 종,2025-08-13
934,명진씨엔씨(주),경상북도 포항시 남구 대송면 제내길53번길 51,철구조물,육상 금속 골조 구조재 제조업 외 1 종,2025-08-13
